DapipId,AgencyId,AgencyName,ProgramId,ProgramName,SequentialId,ActionDescription,ActionDate,JustificationDescription,JustificationOther,EndDate
"147013","6","Northwest Commission on Colleges and Universities","1","Institutional Accreditation","1","Renewal of Accreditation","1/24/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"148618","6","Northwest Commission on Colleges and Universities","1","Institutional Accreditation","1","Renewal of Accreditation","1/24/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"148548","6","Northwest Commission on Colleges and Universities","1","Institutional Accreditation","1","Accreditation Reaffirmed:  Warning Removed","2/15/2017 12:00:00 AM","Has satisfactorily addressed all compliance concerns from previous actions","",""
"148502","6","Northwest Commission on Colleges and Universities","1","Institutional Accreditation","1","Renewal of Accreditation","7/24/2018 12:00:00 AM","Additional oversight is required to ensure a resolution of compliance issues","",""
"154262","6","Northwest Commission on Colleges and Universities","1","Institutional Accreditation","1","Renewal of Accreditation","1/24/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"155238","67","Pennsylvania State Board of Vocational Education, Bureau of Career and Technical Education","1","Institutional Accreditation","1","Renewal of Accreditation","3/11/2016 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"162432","67","Pennsylvania State Board of Vocational Education, Bureau of Career and Technical Education","1","Institutional Accreditation","1","Renewal of Accreditation","7/9/2015 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"162539","67","Pennsylvania State Board of Vocational Education, Bureau of Career and Technical Education","1","Institutional Accreditation","1","Renewal of Accreditation","7/30/2012 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"157890","67","Pennsylvania State Board of Vocational Education, Bureau of Career and Technical Education","1","Institutional Accreditation","1","Renewal of Accreditation","7/11/2014 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"164933","67","Pennsylvania State Board of Vocational Education, Bureau of Career and Technical Education","1","Institutional Accreditation","1","Renewal of Accreditation","7/11/2014 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"192174","67","Pennsylvania State Board of Vocational Education, Bureau of Career and Technical Education","1","Institutional Accreditation","1","Renewal of Accreditation","10/25/2013 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"205151","67","Pennsylvania State Board of Vocational Education, Bureau of Career and Technical Education","1","Institutional Accreditation","1","Renewal of Accreditation","9/17/2015 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"205179","67","Pennsylvania State Board of Vocational Education, Bureau of Career and Technical Education","1","Institutional Accreditation","1","Renewal of Accreditation","1/10/2014 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"214786","68","Puerto Rico State Agency for the Approval of Public Postsecondary Vocational, Technical Institutions and Programs","1","Institutional Accreditation","1","Renewal of Accreditation","6/28/2016 12:00:00 AM","Has satisfactorily addressed all compliance concerns from previous actions","",""
"151096","68","Puerto Rico State Agency for the Approval of Public Postsecondary Vocational, Technical Institutions and Programs","1","Institutional Accreditation","1","Renewal of Accreditation","8/16/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"151120","68","Puerto Rico State Agency for the Approval of Public Postsecondary Vocational, Technical Institutions and Programs","1","Institutional Accreditation","1","Renewal of Accreditation","8/16/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"151120","68","Puerto Rico State Agency for the Approval of Public Postsecondary Vocational, Technical Institutions and Programs","1","Institutional Accreditation","1","Renewal of Accreditation","11/28/2018 12:00:00 AM","Other - Provide unlisted or multiple justifications","APPEAL PROCESS OF REFRIGERATION AND AIR CONDITIONING TECHNOLOGY AND CIVIL ENGINEER TECHNOLOGY",""
"151139","68","Puerto Rico State Agency for the Approval of Public Postsecondary Vocational, Technical Institutions and Programs","1","Institutional Accreditation","1","Renewal of Accreditation","8/16/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"151148","68","Puerto Rico State Agency for the Approval of Public Postsecondary Vocational, Technical Institutions and Programs","1","Institutional Accreditation","1","Renewal of Accreditation","8/16/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"151689","7","Southern Association of Colleges and Schools, Commission on Colleges","1","Institutional Accreditation","1","Grant Substantive Change: Degree","6/20/2013 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"151786","7","Southern Association of Colleges and Schools, Commission on Colleges","1","Institutional Accreditation","1","Heightened Monitoring or Focused Review","12/3/2017 12:00:00 AM","Additional oversight is required to ensure a resolution of compliance issues","",""
"151786","7","Southern Association of Colleges and Schools, Commission on Colleges","1","Institutional Accreditation","1","Heightened Monitoring or Focused Review","12/3/2017 12:00:00 AM","Additional oversight is required to ensure a resolution of compliance issues","",""
"151786","7","Southern Association of Colleges and Schools, Commission on Colleges","1","Institutional Accreditation","1","Heightened Monitoring or Focused Review","12/3/2017 12:00:00 AM","Additional oversight is required to ensure a resolution of compliance issues","",""
"151786","7","Southern Association of Colleges and Schools, Commission on Colleges","1","Institutional Accreditation","1","Grant Substantive Change: Final Branch Approval","12/11/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"155061","7","Southern Association of Colleges and Schools, Commission on Colleges","1","Institutional Accreditation","1","Renewal of Accreditation","6/11/2015 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"154785","7","Southern Association of Colleges and Schools, Commission on Colleges","1","Institutional Accreditation","1","Deny Substantive Change: Ownership","12/3/2017 12:00:00 AM","Concerns about issues affecting academic quality","",""
"152132","7","Southern Association of Colleges and Schools, Commission on Colleges","1","Institutional Accreditation","1","Renewal of Accreditation","6/1/2012 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"152132","7","Southern Association of Colleges and Schools, Commission on Colleges","1","Institutional Accreditation","1","Grant Substantive Change: Other","12/11/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
